ZONE,Full_Street,WARD - LOW,WARD - HIGH
1055,700-758 W EVERGREEN AVE,27.0,27.0
142,1901-1957 N MOHAWK ST,43.0,43.0
44,7600-7698 S BENNETT AVE,8.0,8.0
168,1811-1845 W IOWA ST,1.0,1.0
383,1300-1358 W BARRY AVE,32.0,32.0
2110,3101-3199 W 38TH PL,12.0,12.0
242,7328-7340 W CATALPA AVE,41.0,41.0
109,2359-2369 S BLUE ISLAND AVE,25.0,25.0
156,6438-6460 N CENTRAL AVE,41.0,41.0
56,1200-1262 W PRATT BLVD,49.0,49.0
1498,5201-5299 W GEORGE ST,31.0,31.0
102,1932-2210 N MILWAUKEE AVE,32.0,1.0
92,4657-4705 N LINCOLN AVE,47.0,47.0
2112,3307-3341 W 62ND PL,23.0,23.0
1724,2001-2057 N NAGLE AVE,36.0,36.0
2166,6414-6454 N MAPLEWOOD AVE,50.0,50.0
102,1933-2209 N MILWAUKEE AVE,32.0,1.0
2112,3304-3346 W 62ND PL,23.0,23.0
2123,3800-3898 S ALBANY AVE,12.0,12.0
174,5633-5647 W DIVERSEY AVE,30.0,30.0
678,3232-3258 W 115TH ST,19.0,19.0
204,1611-1627 W DIVISION ST,1.0,1.0
19,5901-5969 W RACE AVE,29.0,29.0
183,2301-2395 N MEADE AVE,36.0,36.0
383,3401-3499 N RACINE AVE,44.0,44.0
2192,6435-64533 S HARLEM AVE,23.0,
2123,3801-3899 S ALBANY AVE,12.0,12.0
152,3534-3558 S HAMILTON AVE,12.0,12.0
142,300-340 W EUGENIE ST,43.0,43.0
238,4019-4059 N KEYSTONE AVE,39.0,39.0
102,1621-1621 N MOZART ST,1.0,1.0
2136,4801-4899 W FULTON ST,28.0,28.0
34,4826-4874 S LAWNDALE AVE,14.0,14.0
395,1801-1899 S TROY ST,24.0,24.0
1268,4601-4699 N SHERIDAN RD,46.0,46.0
2128,3701-3707 W THOMAS ST,27.0,27.0
1440,11201-11299 S BISHOP ST,34.0,34.0
152,3533-3559 S HAMILTON AVE,12.0,12.0
171,3214-3256 W EASTWOOD AVE,33.0,33.0
168,2301-2347 W HADDON AVE,1.0,1.0
836,2-50 E 116TH ST,9.0,9.0
64,8201-8243 S WENTWORTH AVE,21.0,21.0
131,8001-8059 S JUSTINE ST,21.0,21.0
328,3800-3858 W 80TH ST,18.0,18.0
142,1701-1759 N CLEVELAND AVE,43.0,43.0
1419,5900-5998 W FULTON ST,29.0,29.0
1446,1820-1898 W BELLE PLAINE AVE,47.0,47.0
2092,441-445 W 23RD PL,25.0,25.0
2136,4800-4898 W FULTON ST,28.0,28.0
2133,4739-4759 S DAMEN AVE,15.0,15.0
383,901-999 W BARRY AVE,44.0,44.0
2130,8500-8598 W CARMEN AVE,41.0,41.0
658,2838-2852 W WALTON ST,26.0,26.0
2132,4314-4358 S CAMPBELL AVE,15.0,15.0
383,601-699 W WELLINGTON AVE,44.0,44.0
2179,1000-1098 N MONTICELLO AVE,27.0,27.0
2132,4315-4359 S CAMPBELL AVE,15.0,15.0
2235,100-398 S GREEN ST,27.0,27.0
740,5907-5955 N KEATING AVE,39.0,39.0
1004,4501-4599 S TROY ST,14.0,14.0
11,5643-5651 S HARLEM AVE,23.0,23.0
62,4701-4799 N PAULINA ST,47.0,47.0
64,7914-7958 S LAFAYETTE AVE,17.0,17.0
341,4302-4342 N NARRAGANSETT AVE,38.0,38.0
355,3402-3440 S MORGAN ST,11.0,11.0
143,2000-2798 N CLARK ST,43.0,43.0
2135,2200-2298 W WASHINGTON BLVD,27.0,27.0
2122,1617-1645 W 37TH ST,12.0,12.0
8,7555-7565 W PRATT AVE,41.0,41.0
2139,3100-3144 N CENTRAL PARK AVE,30.0,30.0
114,4310-4344 N HARDING AVE,39.0,39.0
2235,0-98 N MAY ST,25.0,25.0
26,6214-6270 W NORTH AVE,29.0,29.0
275,303-311 E 113TH ST,9.0,9.0
1015,2900-2998 N NATCHEZ AVE,36.0,36.0
2127,3500-3532 W MONROE ST,28.0,28.0
144,4814-4844 N KENTUCKY AVE,39.0,39.0
1153,5301-5399 W ADAMS ST,29.0,29.0
34,4700-4716 S LAWNDALE AVE,14.0,14.0
341,4216-4258 N NARRAGANSETT AVE,38.0,38.0
383,400-498 W WELLINGTON AVE,44.0,44.0
2133,4713-4737 S DAMEN AVE,15.0,15.0
326,4505-4559 N DRAKE AVE,33.0,33.0
1404,5300-5358 S HARDING AVE,23.0,23.0
201,200-298 W ILLINOIS ST,42.0,42.0
2130,8501-8599 W CARMEN AVE,41.0,41.0
2127,3501-3533 W MONROE ST,28.0,28.0
144,4804-4810 N KENTUCKY AVE,39.0,39.0
117,5455-5489 N MASON AVE,45.0,45.0
183,2302-2394 N MEADE AVE,36.0,36.0
383,2803-2859 N SOUTHPORT AVE,32.0,32.0
1269,2600-2698 S EMERALD AVE,11.0,11.0
2069,6300-6360 W HENDERSON ST,36.0,36.0
383,1200-1298 W EDDY ST,44.0,44.0
114,4315-4331 N ELSTON AVE,39.0,39.0
143,1701-1731 N DAYTON ST,43.0,43.0
132,2839-2839 W MONTROSE AVE,33.0,33.0
22,5400-5412 N NORDICA AVE,41.0,41.0
281,3101-3199 W THORNDALE AVE,,
143,2001-2057 N KENMORE AVE,43.0,43.0
398,2401-2451 W OHIO ST,26.0,26.0
1287,900-918 E 61ST ST,20.0,20.0
2138,3001-3075 N AVERS AVE,30.0,30.0
48,4817-4861 W DAKIN ST,45.0,45.0
100,2701-2733 N MILWAUKEE AVE,35.0,35.0
383,3000-3098 N PAULINA ST,32.0,32.0
168,815-839 N PAULINA ST,1.0,1.0
142,1900-1970 N LINCOLN AVE,43.0,43.0
357,2115-2143 W 53RD PL,16.0,16.0
1410,3801-3899 S ARTESIAN AVE,12.0,12.0
168,1501-1549 W CHESTNUT ST,1.0,1.0
22,5500-5528 N NORDICA AVE,41.0,41.0
102,2400-2498 N WASHTENAW AVE,1.0,1.0
477,5701-5759 S FAIRFIELD AVE,16.0,16.0
2133,4716-4758 S DAMEN AVE,15.0,15.0
154,1800-1826 W BLOOMINGDALE AVE,32.0,32.0
168,1500-1548 W CHESTNUT ST,1.0,1.0
383,501-597 W ADDISON ST,46.0,46.0
2139,3105-3145 N CENTRAL PARK AVE,35.0,35.0
678,11600-11698 S HOMAN AVE,19.0,19.0
788,201-299 W 111TH PL,34.0,34.0
2138,3000-3076 N AVERS AVE,30.0,30.0
117,5456-5490 N MASON AVE,45.0,45.0
920,4501-4599 W 62ND ST,13.0,13.0
1147,4000-4098 W WELLINGTON AVE,31.0,31.0
1130,4401-4499 N CLIFTON AVE,46.0,46.0
19,1000-1058 S MAYFIELD AVE,29.0,29.0
2069,6301-6359 W HENDERSON ST,36.0,36.0
174,2701-2745 N PARKSIDE AVE,30.0,30.0
1313,2100-2156 N KEELER AVE,35.0,35.0
378,3218-3228 W 37TH PL,12.0,12.0
62,4807-4859 N WINCHESTER AVE,47.0,47.0
383,3500-3598 N LAKE SHORE DR,46.0,46.0
1446,1800-1998 W WARNER AVE,47.0,47.0
62,1940-1970 W LELAND AVE,47.0,47.0
143,2215-2249 N DAYTON ST,43.0,43.0
1113,401-465 N MORGAN ST,27.0,27.0
383,3200-3298 N CLIFTON AVE,44.0,44.0
149,300-330 N MASON AVE,29.0,29.0
13,10301-10359 S SPRINGFIELD AVE,19.0,19.0
355,3236-3498 S RACINE AVE,11.0,11.0
142,1600-1656 N CLEVELAND AVE,43.0,43.0
1446,1821-1899 W BELLE PLAINE AVE,47.0,47.0
1484,5300-5358 S SPRINGFIELD AVE,23.0,23.0
735,6201-6259 S KEATING AVE,13.0,13.0
142,1801-1859 N CLEVELAND AVE,43.0,43.0
1446,1801-1999 W WARNER AVE,47.0,47.0
2235,1001-1199 W MONROE ST,25.0,25.0
2135,2201-2299 W WASHINGTON BLVD,27.0,27.0
33,3600-3658 N DRAKE AVE,35.0,35.0
12,9231-9259 S VANDERPOEL AVE,19.0,19.0
2202,5401-5499 S SAWYER AVE,14.0,14.0
121,63-71 E 79TH ST,6.0,6.0
395,1701-1759 S TROY ST,24.0,24.0
2201,5533-5565 W 52ND ST,14.0,14.0
2179,1001-1099 N MONTICELLO AVE,27.0,27.0
68,6801-6843 S WASHTENAW AVE,17.0,17.0
960,2400-2498 W BRADLEY PL,47.0,47.0
355,3301-3307 S RACINE AVE,11.0,11.0
2202,5400-5498 S SAWYER AVE,14.0,14.0
19,5906-5944 W ARTHINGTON ST,29.0,29.0
102,2093-2099 N STAVE ST,1.0,1.0
2235,101-145 N SANGAMON ST,27.0,27.0
67,8501-8557 W BRYN MAWR AVE,41.0,41.0
477,5700-5758 S FAIRFIELD AVE,16.0,16.0
2192,6435-6453 S OLD HARLEM AVE,,
962,5501-5513 S MENARD AVE,23.0,23.0
355,3401-3439 S MORGAN ST,11.0,11.0
120,4209-4255 N MILWAUKEE AVE,45.0,45.0
893,9201-9241 S BRANDON AVE,10.0,10.0
2126,5201-5257 S ROCKWELL ST,14.0,14.0
281,3100-3198 W THORNDALE AVE,,
62,1818-1830 W LELAND AVE,47.0,47.0
102,1940-1998 N CAMPBELL AVE,1.0,1.0
143,800-890 W LILL AVE,43.0,43.0
124,2344-2366 N RUTHERFORD AVE,36.0,36.0
2114,5301-5319 S MASSASOIT AVE,14.0,14.0
1136,1707-1721 S HAMILTON AVE,25.0,25.0
87,507-513 E 75TH ST,6.0,6.0
1113,400-464 N MORGAN ST,27.0,27.0
13,3900-3958 W 101ST ST,19.0,19.0
63,6425-6455 N OGALLAH AVE,41.0,41.0
1028,400-498 N GREEN ST,27.0,27.0
1252,4800-4898 W SCHUBERT AVE,31.0,31.0
2383,0-98 N LOTUS AVE,29.0,29.0
2114,5302-5320 S MASSASOIT AVE,14.0,14.0
143,2601-2663 N MILDRED AVE,43.0,43.0
62,1901-1949 W AINSLIE ST,47.0,47.0
1189,500-598 W HURON ST,42.0,42.0
1041,6023-6039 N NIAGARA AVE,41.0,41.0
783,1301-1399 W GRENSHAW ST,28.0,28.0
2195,3100-3146 N KENNETH AVE,31.0,31.0
19,1147-1159 S MASON AVE,29.0,29.0
2141,2300-2398 N KEDVALE AVE,35.0,35.0
383,1500-1598 W SCHOOL ST,44.0,44.0
383,400-598 W ROSCOE ST,44.0,44.0
628,7800-7898 S EVANS AVE,6.0,6.0
753,3500-3556 W PIERCE AVE,26.0,26.0
383,1101-1199 W PATTERSON AVE,44.0,44.0
783,1300-1398 W GRENSHAW ST,28.0,28.0
2141,2301-2399 N KEDVALE AVE,35.0,35.0
95,3201-3299 W BARRY AVE,35.0,35.0
157,2701-2799 S HILLOCK AVE,11.0,11.0
2143,2410-2412 E 100TH ST,7.0,7.0
143,2300-2398 N ORCHARD ST,43.0,43.0
804,8601-8649 S DREXEL AVE,8.0,8.0
446,6151-6151 N HAMLIN AVE,39.0,39.0
76,5715-5741 N MARKHAM AVE,45.0,45.0
362,1636-1656 N CICERO AVE,37.0,37.0
132,4301-4359 N ALBANY AVE,33.0,33.0
49,5804-5856 N NAGLE AVE,41.0,41.0
102,1619-1651 N ROCKWELL ST,1.0,1.0
2383,1-99 N LOTUS AVE,29.0,29.0
383,3301-3399 N BROADWAY ,44.0,44.0
2153,2631-2659 W POPE JOHN PAUL II DR,15.0,15.0
2153,2630-2658 W POPE JOHN PAUL II DR,15.0,15.0
383,1303-1353 W GEORGE ST,32.0,32.0
143,932-958 W ALTGELD ST,43.0,43.0
56,1024-1064 W NORTH SHORE AVE,49.0,49.0
102,2501-2557 W MEDILL AVE,1.0,1.0
2154,4201-4259 S RICHMOND ST,15.0,15.0
143,900-928 W ALTGELD ST,43.0,43.0
2142,2536-2546 E 73RD ST,7.0,7.0
448,6200-6258 N TALMAN AVE,50.0,50.0
2154,4218-4258 S RICHMOND ST,15.0,15.0
827,4401-4499 N BROADWAY ,46.0,46.0
2109,2801-2899 S ELEANOR ST,11.0,11.0
383,3801-3899 N GREENVIEW AVE,44.0,44.0
1591,3-23 W 37TH PL,,
102,2466-2468 W ARMITAGE AVE,1.0,1.0
1324,4600-4698 S CHRISTIANA AVE,14.0,14.0
185,4016-4128 S MONTGOMERY AVE,12.0,12.0
383,3300-3398 N HALSTED ST,44.0,44.0
1577,2415-2455 N KILDARE AVE,31.0,31.0
875,3201-3299 E 92ND ST,10.0,10.0
2265,1901-1999 S WENTWORTH AVE,25.0,25.0
143,2007-2059 N SEDGWICK ST,43.0,43.0
2152,1700-1798 W HASTINGS ST,28.0,28.0
448,6300-6398 N MAPLEWOOD AVE,50.0,50.0
1292,6101-6199 S ELLIS AVE,20.0,20.0
280,6200-6298 N BELL AVE,50.0,50.0
2147,2601-2699 W POTOMAC AVE,26.0,26.0
2151,1600-1698 N MAJOR AVE,29.0,29.0
2145,5105-5143 N MONTICELLO AVE,39.0,39.0
100,2715-2761 N SAWYER AVE,35.0,35.0
479,2600-2638 E 74TH PL,7.0,7.0
5,1100-1160 W TAYLOR ST,25.0,25.0
1331,1101-1129 W 18TH PL,25.0,25.0
2145,5110-5144 N MONTICELLO AVE,39.0,39.0
14,7400-7408 W ARDMORE AVE,41.0,41.0
2155,2906-2958 N HAMLIN AVE,30.0,30.0
101,5100-5188 W BERWYN AVE,45.0,45.0
1131,2813-2857 N KILBOURN AVE,31.0,31.0
26,1801-1857 N MCVICKER AVE,29.0,29.0
2147,2600-2698 W POTOMAC AVE,26.0,26.0
100,2714-2760 N SAWYER AVE,35.0,35.0
1360,2-100 E 122ND ST,9.0,9.0
2155,2907-2959 N HAMLIN AVE,30.0,30.0
64,7914-7958 S WENTWORTH AVE,17.0,17.0
74,1501-1549 N LAKE SHORE DR,43.0,43.0
205,5800-5858 W MIDWAY PARK ,29.0,29.0
1314,5415-5425 W WELLINGTON AVE,31.0,31.0
2265,1900-1998 S WENTWORTH AVE,25.0,25.0
746,4400-4498 W WILCOX ST,28.0,28.0
545,2700-2798 S SPRINGFIELD AVE,22.0,22.0
159,9400-9450 S NORMAL AVE,21.0,21.0
180,2401-2499 W 34TH PL,12.0,12.0
1213,4201-4299 W WEST END AVE,28.0,28.0
2151,1601-1699 N MAJOR AVE,29.0,29.0
2200,3400-3416 W 52ND ST,14.0,14.0
440,2600-2680 E 73RD ST,7.0,7.0
180,2400-2498 W 34TH PL,12.0,12.0
2207,5001-5099 S TALMAN AVE,14.0,14.0
116,4650-4662 N KEDZIE AVE,33.0,33.0
238,4100-4158 W BELLE PLAINE AVE,39.0,39.0
1591,4-42 W 37TH ST,3.0,3.0
116,3214-3256 W LELAND AVE,33.0,33.0
39,5301-5375 N EAST RIVER RD,41.0,41.0
154,1202-1260 N BOSWORTH AVE,2.0,2.0
383,3500-3598 N JANSSEN AVE,44.0,44.0
102,2001-2099 W ST PAUL AVE,32.0,32.0
1094,4229-4249 N CLAREMONT AVE,47.0,47.0
2203,5400-5442 S MOZART ST,14.0,14.0
95,3100-3152 N DRAKE AVE,35.0,35.0
143,400-452 W WEBSTER AVE,43.0,43.0
142,200-240 W EUGENIE ST,43.0,43.0
2208,5200-5298 S PARKSIDE AVE,14.0,14.0
65,1614-1774 W THORNDALE AVE,40.0,40.0
1068,7901-7959 S ELLIS AVE,8.0,8.0
266,3500-3598 W 83RD PL,18.0,18.0
143,2018-2058 N BURLING ST,43.0,43.0
2204,5701-5759 W EDDY ST,36.0,36.0
1,5600-5658 N ST LOUIS AVE,39.0,39.0
2207,5000-5098 S TALMAN AVE,14.0,14.0
2235,300-398 S LOOMIS ST,27.0,27.0
1189,401-499 W ERIE ST,42.0,42.0
1189,1000-1098 N SEDGWICK ST,27.0,27.0
1715,442-464 N CARPENTER ST,27.0,27.0
2284,4800-4898 W WELLINGTON AVE,31.0,31.0
383,3500-3598 N BROADWAY ,46.0,46.0
34,4715-4757 S HARDING AVE,14.0,14.0
920,4501-4509 W 61ST ST,13.0,13.0
2271,6301-6359 S SACRAMENTO AVE,17.0,17.0
383,350-350 W OAKDALE AVE,44.0,44.0
960,3601-3657 N CAMPBELL AVE,47.0,47.0
142,1900-1960 N CLEVELAND AVE,43.0,43.0
2140,6491-6543 W 51ST ST,14.0,14.0
383,3001-3099 N KENMORE AVE,44.0,44.0
2076,2101-2209 N MEADE AVE,36.0,36.0
262,6415-6423 W BELMONT AVE,36.0,36.0
19,901-937 S MASON AVE,29.0,29.0
231,5901-5935 N ORIOLE AVE,41.0,41.0
41,7201-7241 W BALMORAL AVE,41.0,41.0
143,813-863 W WRIGHTWOOD AVE,43.0,43.0
21,5115-5161 S KILDARE AVE,23.0,23.0
969,3900-3960 S CAMPBELL AVE,12.0,12.0
98,10500-10598 S ABERDEEN ST,34.0,34.0
143,2009-2053 N FREMONT ST,43.0,43.0
513,3221-3257 W PIERCE AVE,26.0,26.0
2076,2100-2210 N MEADE AVE,36.0,36.0
12,9513-9559 S WINCHESTER AVE,19.0,19.0
264,5215-5227 W GIDDINGS ST,45.0,45.0
168,885-885 N MARSHFIELD AVE,1.0,1.0
163,2721-2723 W THORNDALE AVE,40.0,40.0
203,4238-4258 S SACRAMENTO AVE,15.0,15.0
766,2700-2798 S WHIPPLE ST,12.0,12.0
544,2600-2698 S SPRINGFIELD AVE,22.0,22.0
383,801-899 W BARRY AVE,44.0,44.0
1,5500-5544 N BERNARD ST,39.0,39.0
116,4707-4749 N KEDZIE AVE,33.0,33.0
25,9514-9558 S PERRY AVE,21.0,21.0
1626,1500-1598 N LATROBE AVE,37.0,37.0
121,7901-7905 S WABASH AVE,6.0,6.0
383,3701-3799 N GREENVIEW AVE,44.0,44.0
74,1201-1259 N LAKE SHORE DR,43.0,43.0
1498,5300-5398 W NELSON ST,31.0,31.0
383,3900-3998 N FREMONT ST,46.0,46.0
2137,3800-3898 W WILCOX ST,28.0,28.0
1764,2701-2759 S CHRISTIANA AVE,22.0,22.0
119,1400-1414 N WELLS ST,27.0,27.0
843,1701-1799 W 91ST ST,21.0,19.0
48,4816-4860 W DAKIN ST,45.0,45.0
1595,1401-1499 W 15TH ST,28.0,28.0
383,3501-3599 N WILTON AVE,44.0,44.0
269,300-358 E 85TH ST,6.0,6.0
1798,1612-1658 S THROOP ST,25.0,25.0
1781,4901-4957 W WOLFRAM ST,31.0,31.0
2208,5201-5299 S PARKSIDE AVE,14.0,14.0
2158,2601-2699 W IOWA ST,26.0,26.0
2164,5301-5359 W ALTGELD ST,30.0,30.0
1626,1501-1599 N LATROBE AVE,37.0,37.0
345,4500-4516 W 60TH ST,13.0,13.0
1714,400-416 N ABERDEEN ST,27.0,27.0
2158,2600-2698 W IOWA ST,26.0,26.0
1311,6500-6598 S VERNON AVE,20.0,20.0
23,3620-3620 W 55TH ST,23.0,23.0
74,1244-1250 N STONE ST,43.0,43.0
19,900-932 S MAYFIELD AVE,29.0,29.0
143,2231-2255 N GENEVA TER,43.0,43.0
1446,4101-4157 N WOLCOTT AVE,47.0,47.0
135,8200-8242 S CHAPPEL AVE,8.0,8.0
1679,8201-8299 S ELLIS AVE,8.0,8.0
2164,5300-5358 W ALTGELD ST,30.0,30.0
1446,1900-1952 W BELLE PLAINE AVE,47.0,47.0
100,2747-2799 N SPAULDING AVE,35.0,35.0
383,3400-3698 N CLARK ST,44.0,44.0
1369,1401-1499 W SUPERIOR ST,27.0,27.0
205,5900-5968 W MIDWAY PARK ,29.0,29.0
94,3447-3465 N PULASKI RD,30.0,30.0
696,3500-3598 W LEXINGTON ST,24.0,24.0
2195,3101-3147 N KENNETH AVE,31.0,31.0
201,140-188 W ILLINOIS ST,42.0,42.0
143,2416-2458 N SEMINARY AVE,43.0,43.0
1922,3858-3858 W 55TH ST,23.0,23.0
36,4800-4834 S PULASKI RD,14.0,14.0
143,1901-1965 N BISSELL ST,43.0,43.0
1446,4101-4161 N DAMEN AVE,47.0,47.0
440,7260-7270 S SOUTH SHORE DR,7.0,7.0
1446,1901-1953 W BELLE PLAINE AVE,47.0,47.0
35,6200-6210 W 55TH ST,23.0,23.0
143,2204-2258 N ORCHARD ST,43.0,43.0
270,3411-3455 W POTOMAC AVE,26.0,26.0
383,2901-2999 N SEMINARY AVE,44.0,44.0
1498,5301-5399 W NELSON ST,31.0,31.0
1164,6602-6622 W MELROSE ST,36.0,36.0
56,1025-1065 W NORTH SHORE AVE,49.0,49.0
357,5116-5122 S HOYNE AVE,16.0,16.0
1097,3214-3258 N NATOMA AVE,36.0,36.0
2156,4701-4799 W HARRISON ST,24.0,24.0
936,6101-6199 S KOLMAR AVE,13.0,13.0
876,21-131 S PARKSIDE AVE,29.0,29.0
1620,2462-2520 W BIRCHWOOD AVE,50.0,50.0
252,3001-3017 W 47TH ST,14.0,14.0
341,4047-4065 N NARRAGANSETT AVE,38.0,38.0
1278,3701-3799 W WABANSIA AVE,26.0,26.0
2159,5801-5845 S CHRISTIANA AVE,23.0,23.0
2248,1600-1698 N MANGO AVE,29.0,29.0
2137,3801-3899 W WILCOX ST,28.0,28.0
168,1000-1098 N HERMITAGE AVE,1.0,1.0
92,2400-2458 W EASTWOOD AVE,47.0,47.0
2280,315-331 S RICHMOND ST,27.0,27.0
629,2701-2799 W CRYSTAL ST,26.0,26.0
1446,4100-4156 N WOLCOTT AVE,47.0,47.0
1465,1700-1758 W 18TH PL,25.0,25.0
1446,4100-4160 N DAMEN AVE,47.0,47.0
109,2201-2299 S OAKLEY AVE,25.0,25.0
2389,1822-1830 S PEORIA ST,25.0,25.0
383,1000-1198 W SCHOOL ST,44.0,44.0
102,2035-2099 N HOYNE AVE,32.0,32.0
2203,5401-5443 S MOZART ST,14.0,14.0
719,1600-1698 W HIGHLAND AVE,40.0,40.0
433,8101-8199 S MARSHFIELD AVE,21.0,21.0
2378,5900-5998 W SCHUBERT AVE,30.0,30.0
383,3600-3698 N RACINE AVE,44.0,44.0
2201,5532-5566 W 52ND ST,14.0,14.0
383,800-898 W WAVELAND AVE,46.0,46.0
143,2300-2356 N COMMONWEALTH AVE,43.0,43.0
1499,4900-4998 W PARKER AVE,31.0,31.0
383,1401-1499 W BELMONT AVE,32.0,32.0
2311,1200-1298 N MARION CT,1.0,1.0
2204,5700-5758 W EDDY ST,36.0,36.0
12,9800-9856 S DAMEN AVE,19.0,19.0
142,1800-1860 N CLEVELAND AVE,43.0,43.0
2389,1801-1827 S PEORIA ST,11.0,11.0
2248,1601-1699 N MANGO AVE,29.0,29.0
41,7400-7466 W GREGORY ST,41.0,41.0
2160,3001-3099 N KILBOURN AVE,31.0,31.0
1398,2901-2999 N NASHVILLE AVE,36.0,36.0
142,314-346 W MENOMONEE ST,43.0,43.0
1490,3000-3198 N KNOX AVE,31.0,31.0
383,800-898 W BUCKINGHAM PL,44.0,44.0
143,2100-2198 N WAYNE AVE,2.0,2.0
33,3601-3659 N DRAKE AVE,35.0,35.0
2160,3000-3098 N KILBOURN AVE,31.0,31.0
177,5400-5488 N CHESTER AVE,41.0,41.0
1922,3900-3900 W 55TH ST,23.0,23.0
2196,5401-5443 S SACRAMENTO AVE,14.0,14.0
221,6047-6099 N HARDING AVE,39.0,39.0
102,2001-2099 W WILLOW ST,32.0,32.0
2196,5400-5442 S SACRAMENTO AVE,14.0,14.0
880,2801-2899 W 23RD PL,12.0,12.0
143,901-959 W BELDEN AVE,43.0,43.0
383,401-599 W ROSCOE ST,44.0,44.0
1315,9100-9198 S PAULINA ST,21.0,21.0
383,3501-3599 N GREENVIEW AVE,44.0,44.0
492,4814-4872 W SHAKESPEARE AVE,36.0,36.0
101,5400-5432 W CATALPA AVE,45.0,45.0
143,901-959 W ALTGELD ST,43.0,43.0
156,6601-6659 N WAUKESHA AVE,41.0,41.0
1792,4001-4099 N PLAINFIELD AVE,38.0,38.0
1792,4000-4098 N PLAINFIELD AVE,38.0,38.0
102,2501-2531 W HOMER ST,1.0,1.0
383,1600-1660 W NELSON ST,32.0,32.0
102,2537-2599 W HOMER ST,1.0,1.0
12,9501-9599 S HAMILTON AVE,19.0,19.0
252,5001-5045 S FAIRFIELD AVE,14.0,14.0
383,501-599 W OAKDALE AVE,44.0,44.0
161,10314-10356 S HALE AVE,19.0,19.0
328,3801-3899 W 80TH PL,18.0,18.0
1175,4700-4750 W ADAMS ST,28.0,28.0
109,2001-2059 W 22ND PL,25.0,25.0
5,1150-1158 W VERNON PARK PL,25.0,25.0
2091,3114-3116 W SUNNYSIDE AVE,33.0,33.0
383,1201-1299 W EDDY ST,44.0,44.0
449,6300-6344 S NATCHEZ AVE,23.0,23.0
2091,3123-3125 W WILSON AVE,33.0,33.0
2091,3135-3137 W WILSON AVE,33.0,33.0
168,500-544 N PAULINA ST,1.0,1.0
1685,2414-2456 N LOWELL AVE,31.0,31.0
2167,1912-1930 S SANGAMON ST,25.0,25.0
383,801-899 W DAKIN ST,46.0,46.0
1125,10200-10298 S AVENUE N ,10.0,10.0
67,8325-8363 W BALMORAL AVE,41.0,41.0
1989,1418-1420 W FULTON ST,27.0,27.0
2091,3140-3142 W SUNNYSIDE AVE,33.0,33.0
148,5630-5720 W ADAMS BLVD,29.0,29.0
151,1101-1169 N SPAULDING AVE,26.0,26.0
1742,900-998 N TRUMBULL AVE,27.0,27.0
148,22-32 S MASON AVE,29.0,29.0
2166,6500-6598 N MAPLEWOOD AVE,50.0,50.0
156,6551-6599 N HIAWATHA AVE,41.0,41.0
383,3501-3599 N BOSWORTH AVE,44.0,44.0
22,7214-7262 W BRYN MAWR AVE,41.0,41.0
143,2008-2060 N SEDGWICK ST,43.0,43.0
22,5401-5429 N MONT CLARE AVE,41.0,41.0
1199,1322-1322 W HURON ST,1.0,1.0
141,3100-3198 N LOWELL AVE,31.0,31.0
154,1732-1798 W BLOOMINGDALE AVE,32.0,32.0
2166,6501-6599 N MAPLEWOOD AVE,50.0,50.0
12,1701-1799 W 91ST PL,21.0,21.0
143,716-746 W FULLERTON AVE,43.0,43.0
1446,1800-1898 W CUYLER AVE,47.0,47.0
914,1249-1249 W OHIO ST,1.0,1.0
102,2034-2228 N CAMPBELL AVE,1.0,1.0
383,2901-2999 N CLARK ST,44.0,44.0
666,1-99 N ELIZABETH ST,25.0,27.0
1189,400-498 W HURON ST,42.0,42.0
383,601-699 W ADDISON ST,46.0,46.0
2260,2301-2399 N PARKSIDE AVE,36.0,36.0
827,4300-4398 N BROADWAY ,46.0,46.0
328,3800-3898 W 80TH PL,18.0,18.0
2259,3300-3398 W MONROE ST,28.0,28.0
45,6001-6059 W ROSCOE ST,36.0,36.0
2259,3301-3399 W MONROE ST,28.0,28.0
2260,2300-2398 N PARKSIDE AVE,36.0,36.0
621,4700-4798 S MARSHFIELD AVE,20.0,20.0
383,3701-3799 N BOSWORTH AVE,44.0,44.0
157,2801-2883 S THROOP ST,11.0,11.0
5,712-730 S ABERDEEN ST,25.0,25.0
1790,5514-5556 S NEENAH AVE,23.0,23.0
988,5500-5598 W EDMUNDS ST,45.0,45.0
280,6300-6342 N CLAREMONT AVE,50.0,50.0
2238,3300-3330 N LINDER AVE,30.0,36.0
101,5201-5217 N LOVEJOY AVE,45.0,45.0
1101,3000-3098 N LUNA AVE,31.0,31.0
143,2200-2254 N BURLING ST,43.0,43.0
827,4300-4398 N SHERIDAN RD,46.0,46.0
1704,5215-5257 W BARRY AVE,31.0,31.0
154,1601-1659 N WOOD ST,32.0,32.0
515,3115-3123 W 57TH ST,14.0,14.0
109,2301-2325 S OAKLEY AVE,25.0,25.0
2270,1601-1699 S MORGAN ST,25.0,25.0
22,7071-7099 W BALMORAL AVE,41.0,41.0
2257,5600-5698 N NEWARK AVE,41.0,41.0
2255,1301-1333 N ROCKWELL ST,26.0,26.0
2270,1600-1698 S MORGAN ST,25.0,25.0
22,7101-7143 W SUMMERDALE AVE,41.0,41.0
2272,2301-2399 N MASON AVE,36.0,36.0
196,8715-8759 S EUCLID AVE,8.0,8.0
